,ForceType,Sex,Race,TypeOfResistance
17251,Bodily Force,Female,White,assaulting police officer or animal
17252,Bodily Force,Male,White,fled
17253,Bodily Force,Female,Black,tensed
17254,Bodily Force,Male,White,tensed
17255,Bodily Force,Male,Black,tensed
17256,Bodily Force,Male,White,assaulting police officer or animal
17257,Chemical Irritant,Female,Black,verbal non-compliance
17258,Bodily Force,Male,Black,tensed
17259,Chemical Irritant,Male,Black,verbal non-compliance
17260,Bodily Force,Male,Black,other/unspecified
17261,Bodily Force,Male,Black,verbal non-compliance
17262,Bodily Force,Female,Black,fled
17263,Bodily Force,Male,Black,fled
17264,Chemical Irritant,Male,White,commission of crime
17266,Bodily Force,Female,Black,verbal non-compliance
17267,Bodily Force,Male,Black,fled
17268,Chemical Irritant,Male,other,tensed
17269,Chemical Irritant,Male,Black,commission of crime
17270,Bodily Force,Male,Black,tensed
17271,Bodily Force,Male,other,tensed
17272,Chemical Irritant,Male,Black,other/unspecified
17273,Bodily Force,Male,Black,commission of crime
17274,Bodily Force,Female,Black,assaulting police officer or animal
17275,Chemical Irritant,Male,Black,other/unspecified
17276,Bodily Force,Male,Black,assaulting police officer or animal
17277,Chemical Irritant,Male,Black,commission of crime
17278,Bodily Force,Male,Black,commission of crime
17279,Bodily Force,Male,Black,tensed
17280,Bodily Force,Male,Black,tensed
17281,Bodily Force,Male,Black,tensed
17282,Chemical Irritant,Male,other,other/unspecified
17283,Chemical Irritant,Female,Black,verbal non-compliance
17284,Bodily Force,Male,White,tensed
17285,Bodily Force,Male,Black,fled
17286,Bodily Force,Male,Black,tensed
17287,Less Lethal Weapons,Male,Native American,commission of crime
17288,Bodily Force,Female,Black,assaulting police officer or animal
17289,Chemical Irritant,Male,other,commission of crime
17290,Bodily Force,Male,White,assaulting police officer or animal
17291,Bodily Force,Male,Black,tensed
17292,Bodily Force,Female,Black,verbal non-compliance
17293,Bodily Force,Male,Black,tensed
17294,Bodily Force,Female,Black,commission of crime
17295,Bodily Force,Male,Black,other/unspecified
17296,Bodily Force,Female,Black,fled
17297,Bodily Force,Male,Black,fled
17298,Bodily Force,Male,White,tensed
17299,Bodily Force,Male,Black,other/unspecified
17300,Chemical Irritant,Male,White,verbal non-compliance
17301,Less Lethal Weapons,Male,Black,fled
17302,Less Lethal Weapons,Female,Black,other/unspecified
17303,Bodily Force,Male,Black,tensed
17304,Bodily Force,Male,Black,verbal non-compliance
17305,Bodily Force,Male,Native American,commission of crime
17306,Bodily Force,Female,White,assaulting police officer or animal
17307,Bodily Force,Male,Black,assaulting police officer or animal
17308,Bodily Force,Male,Native American,assaulting police officer or animal
17309,Bodily Force,Male,other,fled
17310,Bodily Force,Female,Native American,tensed
17311,Bodily Force,Male,White,fled
17312,Bodily Force,Female,White,assaulting police officer or animal
17313,Bodily Force,Male,White,verbal non-compliance
17314,Bodily Force,Male,other,commission of crime
17315,Bodily Force,Male,Black,tensed
17316,Bodily Force,Male,White,tensed
17317,Chemical Irritant,Male,Black,other/unspecified
17318,Chemical Irritant,Female,Black,commission of crime
17319,Chemical Irritant,Female,White,other/unspecified
17320,Bodily Force,Female,Black,tensed
17321,Bodily Force,Male,Native American,commission of crime
17322,Bodily Force,Female,other,tensed
17324,Chemical Irritant,Male,other,commission of crime
17325,Chemical Irritant,Male,White,commission of crime
17326,Bodily Force,Male,Black,assaulting police officer or animal
17327,Bodily Force,Male,Black,tensed
17328,Bodily Force,Male,White,tensed
17329,Bodily Force,Male,Black,assaulting police officer or animal
17330,Chemical Irritant,Female,White,verbal non-compliance
17331,Bodily Force,Male,Black,commission of crime
17332,Less Lethal Weapons,Male,Black,assaulting police officer or animal
17333,Chemical Irritant,Male,Black,commission of crime
17334,Bodily Force,Male,Black,assaulting police officer or animal
17335,Bodily Force,Male,Black,fled
17336,Bodily Force,Male,Black,tensed
17337,Less Lethal Weapons,Male,White,commission of crime
17338,Bodily Force,Female,Black,tensed
17339,Bodily Force,Male,White,commission of crime
17340,Bodily Force,Male,Black,tensed
17341,Chemical Irritant,Male,Black,commission of crime
17342,Bodily Force,Male,Black,tensed
17343,Bodily Force,Female,other,assaulting police officer or animal
17344,Bodily Force,Male,White,tensed
17345,Bodily Force,Male,White,assaulting police officer or animal
17346,Bodily Force,Female,White,tensed
17347,Bodily Force,Male,Black,tensed
17348,Bodily Force,Male,Black,tensed
17349,Bodily Force,Male,other,verbal non-compliance
17350,Bodily Force,Male,Black,tensed
17351,Bodily Force,Male,White,tensed
17353,Bodily Force,Male,Black,assaulting police officer or animal
17354,Chemical Irritant,Female,Black,verbal non-compliance
17355,Less Lethal Weapons,Male,Black,fled
17356,Bodily Force,Male,Black,fled
17357,Less Lethal Weapons,Male,Black,tensed
17358,Chemical Irritant,Male,Black,verbal non-compliance
17359,Bodily Force,Male,Black,tensed
17360,Bodily Force,Male,other,tensed
17361,Bodily Force,Male,Black,fled
17362,Less Lethal Weapons,Male,Black,tensed
17363,Bodily Force,Male,Black,fled
17364,Bodily Force,Male,White,assaulting police officer or animal
17365,Bodily Force,Male,Black,tensed
17366,Bodily Force,Male,Black,other/unspecified
17367,Chemical Irritant,Female,Black,verbal non-compliance
17368,Chemical Irritant,Male,Black,commission of crime
17369,Bodily Force,Male,Native American,commission of crime
17370,Less Lethal Weapons,Male,Black,tensed
17371,Chemical Irritant,Male,Black,verbal non-compliance
17372,Chemical Irritant,Male,Black,other/unspecified
17373,Bodily Force,Male,White,tensed
17374,Bodily Force,Male,Black,commission of crime
17376,Bodily Force,Male,White,tensed
17377,Chemical Irritant,Male,Black,commission of crime
17378,Bodily Force,Male,Black,tensed
17379,Bodily Force,Male,Native American,tensed
17380,Bodily Force,Male,White,tensed
17381,Bodily Force,Male,Native American,fled
17382,Bodily Force,Female,Native American,tensed
17383,Bodily Force,Male,White,fled
17384,Bodily Force,Male,Native American,verbal non-compliance
17385,Bodily Force,Female,White,assaulting police officer or animal
17386,Bodily Force,Female,Black,tensed
17387,Chemical Irritant,Male,Black,commission of crime
17388,Bodily Force,Male,Black,tensed
17389,Bodily Force,Male,White,tensed
17390,Chemical Irritant,Male,other,verbal non-compliance
17391,Bodily Force,Male,Black,fled
17393,Chemical Irritant,Male,Black,commission of crime
17394,Bodily Force,Male,Black,commission of crime
17395,Bodily Force,Male,Black,tensed
17396,Chemical Irritant,Male,Black,commission of crime
17397,Bodily Force,Male,Black,commission of crime
17399,Bodily Force,Male,White,tensed
17400,Bodily Force,Male,other,tensed
17401,Bodily Force,Male,Black,fled
17402,Chemical Irritant,Male,White,commission of crime
17403,Chemical Irritant,Male,White,verbal non-compliance
17404,Bodily Force,Male,Black,tensed
17405,Bodily Force,Male,White,tensed
17406,Chemical Irritant,Male,Black,verbal non-compliance
17407,Bodily Force,Male,Black,tensed
17408,Bodily Force,Male,Black,fled
17409,Bodily Force,Male,White,tensed
17410,Bodily Force,Male,Black,fled
17411,Bodily Force,Male,Black,commission of crime
17412,Bodily Force,Female,White,tensed
17413,Bodily Force,Female,Black,other/unspecified
17414,Bodily Force,Male,White,tensed
17415,Bodily Force,Male,other,verbal non-compliance
17416,Bodily Force,Male,White,tensed
17417,Bodily Force,Male,Black,fled
17418,Bodily Force,Male,Black,assaulting police officer or animal
17419,Chemical Irritant,Female,other,commission of crime
17420,Bodily Force,Male,other,tensed
17421,Bodily Force,Male,White,tensed
17422,Bodily Force,Male,White,assaulting police officer or animal
17423,Chemical Irritant,Male,Black,commission of crime
17424,Chemical Irritant,Male,White,commission of crime
17425,Chemical Irritant,Female,Black,commission of crime
17426,Bodily Force,Male,Black,fled
17427,Bodily Force,Female,Black,tensed
17428,Bodily Force,Male,White,tensed
17429,Guns,Male,Black,other/unspecified
17430,Bodily Force,Male,Black,fled
17431,Bodily Force,Male,other,tensed
17432,Less Lethal Weapons,Male,Black,tensed
17433,Chemical Irritant,Female,Black,other/unspecified
17435,Bodily Force,Male,Black,fled
17436,Bodily Force,Male,Native American,fled
17437,Less Lethal Weapons,Male,Black,other/unspecified
17438,Chemical Irritant,Male,Black,commission of crime
17439,Chemical Irritant,Male,Black,tensed
17440,Bodily Force,Male,Black,assaulting police officer or animal
17441,Bodily Force,Male,Black,other/unspecified
17442,Chemical Irritant,Male,Black,commission of crime
17443,Bodily Force,Male,White,tensed
17444,Bodily Force,Male,Black,verbal non-compliance
17445,Bodily Force,Male,Native American,tensed
17446,Less Lethal Weapons,Male,Native American,commission of crime
17447,Guns,Male,Black,assaulting police officer or animal
17448,Chemical Irritant,Male,other,commission of crime
17449,Bodily Force,Male,Native American,verbal non-compliance
17450,Bodily Force,Male,Black,assaulting police officer or animal
17451,Bodily Force,Male,White,tensed
17452,Bodily Force,Male,Black,verbal non-compliance
17453,Bodily Force,Male,Black,fled
17454,Bodily Force,Male,Black,assaulting police officer or animal
17455,Bodily Force,Female,White,tensed
17456,Guns,Male,Black,tensed
17457,Chemical Irritant,Female,White,tensed
17458,Bodily Force,Male,White,tensed
17459,Bodily Force,Male,Black,tensed
17460,Chemical Irritant,Male,White,tensed
17461,Less Lethal Weapons,Male,White,other/unspecified
17462,Bodily Force,Male,Native American,tensed
17463,Chemical Irritant,Male,White,verbal non-compliance
17464,Chemical Irritant,Male,Black,commission of crime
17465,Chemical Irritant,Female,Black,fled
17467,Bodily Force,Male,other,tensed
17468,Bodily Force,Male,Black,fled
17469,Bodily Force,Male,Black,fled
17470,Less Lethal Weapons,Male,White,commission of crime
17471,Chemical Irritant,Male,other,commission of crime
17472,Bodily Force,Female,Black,tensed
17473,Chemical Irritant,Female,Black,commission of crime
17474,Chemical Irritant,Male,Black,commission of crime
17475,Bodily Force,Male,Black,other/unspecified
17476,Chemical Irritant,Male,White,commission of crime
17477,Chemical Irritant,Male,Black,verbal non-compliance
17478,Less Lethal Weapons,Male,Black,assaulting police officer or animal
17479,Chemical Irritant,Male,Black,commission of crime
17480,Chemical Irritant,Male,Black,commission of crime
17482,Bodily Force,Male,White,tensed
17483,Bodily Force,Male,Black,tensed
17484,Bodily Force,Male,Black,tensed
17485,Chemical Irritant,Male,Black,commission of crime
17486,Bodily Force,Female,White,tensed
17487,Bodily Force,Female,Native American,tensed
17488,Chemical Irritant,Male,other,commission of crime
17489,Chemical Irritant,Male,Black,other/unspecified
17490,Bodily Force,Male,Black,fled
17491,Bodily Force,Male,Black,fled
17492,Chemical Irritant,Male,Black,commission of crime
17493,Bodily Force,Male,Black,tensed
17494,Bodily Force,Male,White,tensed
17495,Chemical Irritant,Female,other,verbal non-compliance
17496,Chemical Irritant,Male,Black,verbal non-compliance
17497,Bodily Force,Male,Black,tensed
17498,Bodily Force,Male,White,commission of crime
17499,Bodily Force,Male,Black,commission of crime
17500,Bodily Force,Male,Black,fled
17501,Bodily Force,Male,White,other/unspecified
17502,Bodily Force,Male,White,tensed
17503,Chemical Irritant,Female,Black,verbal non-compliance
17504,Bodily Force,Male,Black,tensed
17505,Chemical Irritant,Male,Black,other/unspecified
17507,Bodily Force,Female,Black,assaulting police officer or animal
17508,Bodily Force,Male,Black,commission of crime
17509,Bodily Force,Male,Black,tensed
17510,Chemical Irritant,Male,Black,commission of crime
17511,Bodily Force,Male,Black,assaulting police officer or animal
17512,Bodily Force,Female,Black,other/unspecified
17513,Bodily Force,Male,Native American,other/unspecified
17514,Bodily Force,Male,Black,fled
17515,Guns,Male,Black,fled
17516,Chemical Irritant,Male,Black,commission of crime
17517,Bodily Force,Female,Black,tensed
17518,Bodily Force,Male,White,other/unspecified
17520,Chemical Irritant,Male,Black,commission of crime
17521,Bodily Force,Male,White,tensed
17522,Chemical Irritant,Female,Black,commission of crime
17523,Bodily Force,Female,Black,tensed
17524,Less Lethal Weapons,Male,Black,assaulting police officer or animal
17525,Chemical Irritant,Male,Black,commission of crime
17526,Bodily Force,Male,White,fled
17527,Guns,Male,White,fled
17528,Bodily Force,Male,Black,tensed
17529,Chemical Irritant,Male,Black,commission of crime
17530,Chemical Irritant,Male,Black,commission of crime
17531,Bodily Force,Male,Black,fled
17532,Bodily Force,Male,Black,fled
17533,Chemical Irritant,Female,White,commission of crime
17534,Chemical Irritant,Male,Black,fled
17535,Chemical Irritant,Male,Black,commission of crime
17536,Bodily Force,Male,other,other/unspecified
17537,Bodily Force,Male,Black,assaulting police officer or animal
17538,Bodily Force,Female,Black,tensed
17539,Bodily Force,Male,White,other/unspecified
17540,Bodily Force,Male,Black,tensed
17541,Bodily Force,Male,Black,commission of crime
17542,Bodily Force,Male,Black,fled
17543,Bodily Force,Male,Native American,tensed
17544,Bodily Force,Male,Black,fled
17545,Less Lethal Weapons,Female,Native American,tensed
17546,Bodily Force,Male,White,tensed
17547,Bodily Force,Male,Black,fled
17548,Chemical Irritant,Male,Black,commission of crime
17549,Bodily Force,Male,Black,assaulting police officer or animal
17550,Less Lethal Weapons,Male,Black,tensed
17551,Bodily Force,Male,Black,tensed
17552,Bodily Force,Male,White,tensed
17553,Chemical Irritant,Male,Black,commission of crime
17554,Bodily Force,Male,White,tensed
17555,Bodily Force,Male,White,tensed
17556,Chemical Irritant,Male,Black,commission of crime
17557,Bodily Force,Male,Black,fled
17558,Bodily Force,Male,Black,other/unspecified
17559,Bodily Force,Female,Black,tensed
17560,Bodily Force,Male,Black,commission of crime
17561,Chemical Irritant,Female,other,verbal non-compliance
17562,Bodily Force,Male,White,other/unspecified
17563,Less Lethal Weapons,Male,Black,fled
17564,Chemical Irritant,Male,Native American,verbal non-compliance
17565,Bodily Force,Male,Black,tensed
17566,Guns,Male,Black,commission of crime
17567,Bodily Force,Female,Native American,tensed
17568,Bodily Force,Male,Native American,commission of crime
17569,Bodily Force,Female,White,tensed
17570,Bodily Force,Male,White,tensed
17571,Less Lethal Weapons,Female,Black,commission of crime
17572,Chemical Irritant,Male,White,verbal non-compliance
17573,Bodily Force,Male,White,tensed
17574,Bodily Force,Male,Black,fled
17575,Bodily Force,Male,White,tensed
17576,Bodily Force,Male,Black,tensed
17577,Chemical Irritant,Female,Black,verbal non-compliance
17578,Bodily Force,Male,Black,fled
17579,Chemical Irritant,Male,White,commission of crime
17580,Bodily Force,Male,Black,tensed
17581,Bodily Force,Male,White,commission of crime
17582,Chemical Irritant,Male,Black,commission of crime
